

変数情報			
変数	位置	ラベル	欠損値
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	非該当
w6_2a	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	3歳未満
	9	非該当
w6_2b	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	3歳未満
	9	非該当
w6_2c	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	3歳未満
	9	非該当
w6_2d	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	3歳未満
	9	非該当
w6_2e	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	3歳未満
	9	非該当
w6_2f	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	3歳未満
	9	非該当
w6_2g	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	3歳未満
	9	非該当
w6_2h	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	3歳未満
	9	非該当
w7_1a	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	非該当
w7_1b	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	非該当
w7_1c	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	非該当
w7_1d	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	非該当
w7_1e	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	非該当
w7_2a	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	非該当
w7_2b	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	非該当
w7_2c	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	非該当
w7_2d	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	非該当
w7_2e	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	非該当
w7_2f	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	非該当
w7_2g	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	非該当
w7_2h	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	ほとんどしない・しなかった
	7	全くしない・しなかった
	8	非該当
w8	1	ない
	2	自分一人の個室
	3	自分専用のコーナー
	4	夫婦の寝室
	5	居間のテーブルまたは食卓
	6	客間
	7	その他
w9	1	正午より前
	2	正午頃
	3	午後１時頃
	4	午後2時頃
	5	午後3時頃
	6	午後4時頃
	7	午後5時頃
	8	午後6時頃
	9	午後7時頃
	10	午後8時頃
	11	午後9時頃
	12	午後10時頃
	13	午後11時頃
	14	午後12頃、12時以降
	15	きまっていない
	16	家にいることが多い・自宅で仕事している
	17	その他
w10	1	一人ですごす
	2	子どもたちとすごす
	3	夫婦二人ですごす
	4	家族みんなですごす
w11	1	毎日利用している
	2	週に数回程度利用している
	3	週に1回程度利用している
	4	月に1回程度利用している
	5	めったに利用していない
	6	利用していない
w11_s_1	0	回答なし
	1	回答あり
w11_s_2	0	回答なし
	1	回答あり
w11_s_3	0	回答なし
	1	回答あり
w11_s_4	0	回答なし
	1	回答あり
w11_s_5	0	回答なし
	1	回答あり
w12	1	定期的な収入あり
	2	定期的な収入なし
w12_s1	1	5万円未満
	2	5～10万円未満
	3	10～15万円未満
	4	15～20万円未満
	5	20～25万円未満
	6	25～30万円未満
	7	30～35万円未満
	8	35～40万円未満
	9	40～45万円未満
	10	45～50万円未満
	11	50～55万円未満
	12	55～60万円未満
	13	60～65万円未満
	14	65万円以上
w12_s2	1	ある
	2	ない
w12_s3	1	1割に満たない
	2	約1割
	3	約2割
	4	約3割
	5	約4割
	6	約5割
	7	約6割
	8	約7割
	9	約8割
	10	約9割
	11	夫の収入を知らない
w12_s4	1	1割に満たない
	2	約1割
	3	約2割
	4	約3割
	5	約4割
	6	約5割
	7	約6割
	8	約7割
	9	約8割
	10	約9割
	11	すべて
w12_s5	1	1割に満たない
	2	約1割
	3	約2割
	4	約3割
	5	約4割
	6	約5割
	7	約6割
	8	約7割
	9	約8割
	10	約9割
	11	すべて
w12_s6	1	私
	2	夫
	3	二人で相談して
w12_s7	1	区別している
	2	区別していない
w12_s8	1	共同のサイフあり　夫妻とも一部繰り入れ
	2	共同のサイフなし　妻管理
	3	共同のサイフなし　費用を分担
	4	共同のサイフなし　夫管理
	5	その他
w12_s9	1	約1割
	2	約2割
	3	約3割
	4	約4割
	5	約5割
	6	約6割
	7	約7割
	8	約8割
	9	約9割
	10	すべて
w12_s10	1	妻自身
	2	夫
	3	二人で相談して
w12_s11	1	主に妻
	2	主に夫
	3	夫と二人で
	4	どちらも管理していない
w12_s12	1	約1割
	2	約2割
	3	約3割
	4	約4割
	5	約5割
	6	約6割
	7	約7割
	8	約8割
	9	約9割
	10	すべて
w12_s13	1	約1割
	2	約2割
	3	約3割
	4	約4割
	5	約5割
	6	約6割
	7	約7割
	8	約8割
	9	約9割
	10	すべて
w12_s14	1	すべて渡している
	2	一部渡している
	3	わからない
w12_s15	1	はい
	2	いいえ
	3	どちらともいえない
w12_s16	1	妻が希望
	2	夫が希望
	3	自然に
w13	1	すべて渡している
	2	一部渡している
	3	全く渡していない
	4	わからない
w13_s1	1	はい
	2	いいえ
	3	どちらともいえない
w13_s2	1	妻が希望
	2	夫が希望
	3	自然に
w13_s3	1	なし
	2	約1割
	3	約2割
	4	約3割
	5	約4割
	6	約5割
	7	約6割
	8	約7割
	9	約8割
	10	約9割
	11	すべて
w13_s4	1	なし
	2	約1割
	3	約2割
	4	約3割
	5	約4割
	6	約5割
	7	約6割
	8	約7割
	9	約8割
	10	約9割
	11	すべて
w13_s5	1	妻
	2	夫
	3	二人で相談して
w13_s6	1	区別している
	2	区別していない
w14	1	満足
	2	まあ満足
	3	やや不満
	4	不満
	5	どちらともいえない
	6	わからない
w15	1	よくある
	2	時々ある
	3	たまにある
	4	まったくない
w16	1	ゆとりがある
	2	まあゆとりがある
	3	やや苦しい
	4	とても苦しい
	5	わからない
w17	1	私の収入は私のもの、夫の収入は夫のもの
	2	私の収入は私のもの、夫の収入は夫婦のもの
	3	私の収入は夫婦のもの、夫の収入は夫のもの
	4	私の収入も、夫の収入も夫婦のもの
	5	その他
	6	家族のもの
w21	1	500万円未満
	2	500～1000万円未満
	3	1000～3000万円未満
	4	3000～5000万円未満
	5	5000万円以上
	6	夫妻ともに資産はない
w23	0	資産なし
	1	妻に相談せず自由に使えるし、事後報告もなし
	2	妻に相談せず自由に使えるが、事後報告は必要
	3	妻に相談するが、妻が多少反対しても使える
	4	妻に相談して、妻が賛成すれば使える
	5	まったく使えない
	6	夫が無関心なので、妻が配慮
	7	その他
w24	0	資産なし
	1	夫に相談せず自由に使えるし、事後報告もなし
	2	夫に相談せず自由に使えるが、事後報告は必要
	3	夫に相談するが、妻が多少反対しても使える
	4	夫に相談して、妻が賛成すれば使える
	5	まったく使えない
	6	妻が無関心なので、夫が配慮
	7	その他
w26	1	名義は実質的な意味
	2	名義は形式的
w27	1	ほとんど毎日自宅で食べる
	2	外食より自宅で食べることが多い
	3	自宅と外食半々ぐらい
	4	自宅より外食の方が多い
	5	ほとんど毎日外食
	6	朝食は食べない
w27_s1	1	夫婦と子ども
	2	夫婦二人
	3	妻と子ども
	4	妻一人だけ
w28	1	ほとんど毎日自宅で食べる
	2	外食より自宅で食べることが多い
	3	自宅と外食半々ぐらい
	4	自宅より外食の方が多い
	5	ほとんど毎日外食
w28_s1	1	夫婦と子ども
	2	夫婦二人
	3	妻と子ども
	4	妻一人だけ
w29	1	よく話す
	2	話す
	3	まあ話す
	4	あまり話さない
	5	ほとんど話さない
	6	全く話さない
w29_s1	1	同じぐらいしゃべり、相手の話を聞く
	2	妻が一方的に話し、夫は聞いている
	3	夫が一方的に話し、妻は聞いている
	4	意見が対立し、ぎくしゃくする
w30	1	もっと増やしたい
	2	今のままでよい
	3	もっと少なくてよい
w31	1	機器・アドレスをもっていない
	2	ほとんど受信しない
	3	1週間に1通程度
	4	3，4日で1通程度
	5	1日1通程度
	6	1日2～9通
	7	1日10～19通
	8	1日20通以上
w32	1	機器・アドレスをもっていない
	2	ほとんど受信しない
	3	1週間に1通程度
	4	3，4日で1通程度
	5	1日1通程度
	6	1日2～9通
	7	1日10～19通
	8	1日20通以上
w33a	1	毎週のように
	2	月に2，3回
	3	月に1回くらい
	4	2，3ヶ月に1回
	5	ほとんどでかけない
	6	子どもはいない
w33b	1	毎週のように
	2	月に2，3回
	3	月に1回くらい
	4	2，3ヶ月に1回
	5	ほとんどでかけない
	6	子どもはいない
w33c	1	毎週のように
	2	月に2，3回
	3	月に1回くらい
	4	2，3ヶ月に1回
	5	ほとんどでかけない
	6	子どもはいない
w33d	1	毎週のように
	2	月に2，3回
	3	月に1回くらい
	4	2，3ヶ月に1回
	5	ほとんどでかけない
	6	子どもはいない
w34a	1	毎週のように
	2	月に2，3回
	3	月に1回くらい
	4	2，3ヶ月に1回
	5	ほとんどでかけない
	6	子どもはいない
w34b	1	毎週のように
	2	月に2，3回
	3	月に1回くらい
	4	2，3ヶ月に1回
	5	ほとんどでかけない
	6	子どもはいない
w34c	1	毎週のように
	2	月に2，3回
	3	月に1回くらい
	4	2，3ヶ月に1回
	5	ほとんどでかけない
	6	子どもはいない
w34d	1	毎週のように
	2	月に2，3回
	3	月に1回くらい
	4	2，3ヶ月に1回
	5	ほとんどでかけない
	6	子どもはいない
w35	1	一緒に家に居てほしい
	2	一緒に外出してほしい
	3	家で留守番してほしい
	4	外出してほしい
	5	夫の自由
w36a	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	まったくしない
w36b	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	まったくしない
w36c	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	まったくしない
w36d	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	まったくしない
w36e	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	まったくしない
	7	子どもはいない
w37a	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	まったくしない
w37b	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	まったくしない
w37c	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	まったくしない
w37d	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	まったくしない
w37e	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3回
	6	まったくしない
	7	子どもはいない
w40_1a	0	義母
	1	自分の親
	2	きょうだい
	3	それ以外の親族
	4	同僚・仕事関係
	5	近所の人
	6	それ以外の友人
	7	その他
w40_1b	1	男性
	2	女性
w40_1c	1	はい
	2	いいえ
	3	わからない
w40_1d	1	はい
	2	いいえ
w40_1e	1	はい
	2	いいえ
w40_1f	1	はい
	2	いいえ
w40_1g	1	はい
	2	いいえ
	3	わからない
w40_1h	1	はい
	2	いいえ
	3	わからない
w40_2a	0	義母
	1	自分の親
	2	きょうだい
	3	それ以外の親族
	4	同僚・仕事関係
	5	近所の人
	6	それ以外の友人
	7	その他
w40_2b	1	男性
	2	女性
w40_2c	1	はい
	2	いいえ
	3	わからない
w40_2d	1	はい
	2	いいえ
w40_2e	1	はい
	2	いいえ
w40_2f	1	はい
	2	いいえ
w40_2g	1	はい
	2	いいえ
	3	わからない
w40_2h	1	はい
	2	いいえ
	3	わからない
w40_3a	0	義母
	1	自分の親
	2	きょうだい
	3	それ以外の親族
	4	同僚・仕事関係
	5	近所の人
	6	それ以外の友人
	7	その他
w40_3b	1	男性
	2	女性
w40_3c	1	はい
	2	いいえ
	3	わからない
w40_3d	1	はい
	2	いいえ
w40_3e	1	はい
	2	いいえ
w40_3f	1	はい
	2	いいえ
w40_3g	1	はい
	2	いいえ
	3	わからない
w40_3h	1	はい
	2	いいえ
	3	わからない
w40_4a	0	義母
	1	自分の親
	2	きょうだい
	3	それ以外の親族
	4	同僚・仕事関係
	5	近所の人
	6	それ以外の友人
	7	その他
w40_4b	1	男性
	2	女性
w40_4c	1	はい
	2	いいえ
	3	わからない
w40_4d	1	はい
	2	いいえ
w40_4e	1	はい
	2	いいえ
w40_4f	1	はい
	2	いいえ
w40_4g	1	はい
	2	いいえ
	3	わからない
w40_4h	1	はい
	2	いいえ
	3	わからない
w40_s1	1	互いに親しい
	2	互いに面識はある
	3	互いに面識はない
w40_s2	1	互いに親しい
	2	互いに面識はある
	3	互いに面識はない
w40_s3	1	互いに親しい
	2	互いに面識はある
	3	互いに面識はない
w40_s4	1	互いに親しい
	2	互いに面識はある
	3	互いに面識はない
w40_s5	1	互いに親しい
	2	互いに面識はある
	3	互いに面識はない
w40_s6	1	互いに親しい
	2	互いに面識はある
	3	互いに面識はない
w41	1	機器・アドレスをもっていない
	2	ほとんど受信しない
	3	1週間に1通程度
	4	3，4日で1通程度
	5	1日1通程度
	6	1日2～9通
	7	1日10～19通
	8	1日20通以上
w42	1	機器・アドレスをもっていない
	2	ほとんど受信しない
	3	1週間に1通程度
	4	3，4日で1通程度
	5	1日1通程度
	6	1日2～9通
	7	1日10～19通
	8	1日20通以上
w43a	1	30分以内
	2	30分～2時間以内
	3	2時間以上
	4	いない・亡くなった
w43b	1	30分以内
	2	30分～2時間以内
	3	2時間以上
	4	いない・亡くなった
w44a	1	週に3回以上
	2	週に1回以上
	3	月に1回以上
	4	年4回以上
	5	年1回以上
	6	全くなかった
	7	いない・亡くなった
w44b	1	週に3回以上
	2	週に1回以上
	3	月に1回以上
	4	年4回以上
	5	年1回以上
	6	全くなかった
	7	いない・亡くなった
w44c	1	週に3回以上
	2	週に1回以上
	3	月に1回以上
	4	年4回以上
	5	年1回以上
	6	全くなかった
	7	いない・亡くなった
w44d	1	週に3回以上
	2	週に1回以上
	3	月に1回以上
	4	年4回以上
	5	年1回以上
	6	全くなかった
	7	いない・亡くなった
w45a	1	何度もあった
	2	ときどきあった
	3	ごくまれにあった
	4	まったくなかった
	5	該当しない
w45b	1	何度もあった
	2	ときどきあった
	3	ごくまれにあった
	4	まったくなかった
w45c	1	何度もあった
	2	ときどきあった
	3	ごくまれにあった
	4	まったくなかった
	5	該当しない
w45d	1	何度もあった
	2	ときどきあった
	3	ごくまれにあった
	4	まったくなかった
w45e	1	何度もあった
	2	ときどきあった
	3	ごくまれにあった
	4	まったくなかった
w45f	1	何度もあった
	2	ときどきあった
	3	ごくまれにあった
	4	まったくなかった
w45g	1	何度もあった
	2	ときどきあった
	3	ごくまれにあった
	4	まったくなかった
	5	該当しない
w45h	1	何度もあった
	2	ときどきあった
	3	ごくまれにあった
	4	まったくなかった
	5	該当しない
w45i	1	何度もあった
	2	ときどきあった
	3	ごくまれにあった
	4	まったくなかった
	5	該当しない
w45j	1	何度もあった
	2	ときどきあった
	3	ごくまれにあった
	4	まったくなかった
	5	該当しない
w46a	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
w46b	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
w46c	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
w46d	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
w46e	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
w46f	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
w47a	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w47b	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w47c	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w47d	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w47e	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w47f	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w47g	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w47h	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w47i	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w47j	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w48a	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w48b	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w48c	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w48d	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w48e	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w48f	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w48g	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w49	1	満足
	2	まあ満足
	3	やや不満
	4	不満
	5	どちらともいえない
	6	わからない
w50	1	期待以上
	2	期待どおり
	3	まあ期待どおり
	4	やや期待はずれ
	5	期待はずれ
w51a	1	まったくなかった
	2	週に1～2日
	3	週に3～4日
	4	ほとんど毎日
w51b	1	まったくなかった
	2	週に1～2日
	3	週に3～4日
	4	ほとんど毎日
w51c	1	まったくなかった
	2	週に1～2日
	3	週に3～4日
	4	ほとんど毎日
w51d	1	まったくなかった
	2	週に1～2日
	3	週に3～4日
	4	ほとんど毎日
w51e	1	まったくなかった
	2	週に1～2日
	3	週に3～4日
	4	ほとんど毎日
w51f	1	まったくなかった
	2	週に1～2日
	3	週に3～4日
	4	ほとんど毎日
w51g	1	まったくなかった
	2	週に1～2日
	3	週に3～4日
	4	ほとんど毎日
w51h	1	まったくなかった
	2	週に1～2日
	3	週に3～4日
	4	ほとんど毎日
w51i	1	まったくなかった
	2	週に1～2日
	3	週に3～4日
	4	ほとんど毎日
w51j	1	まったくなかった
	2	週に1～2日
	3	週に3～4日
	4	ほとんど毎日
w51k	1	まったくなかった
	2	週に1～2日
	3	週に3～4日
	4	ほとんど毎日
w51l	1	まったくなかった
	2	週に1～2日
	3	週に3～4日
	4	ほとんど毎日
w52_1	0	回答なし
	1	回答あり
w52_2	0	回答なし
	1	回答あり
w52_3	0	回答なし
	1	回答あり
w52_4	0	回答なし
	1	回答あり
w52_5	0	回答なし
	1	回答あり
w52_6	0	回答なし
	1	回答あり
w53	1	よく話す
	2	話す
	3	まあ話す
	4	あまり話さない
	5	ほとんど話さない
	6	全く話さない
w53_s1	1	相互同等
	2	母親優位
	3	子ども優位
	4	対立
w54	1	もっと増やしたい
	2	今のままでよい
	3	もっと少なくてよい
w55	1	機器・アドレスをもっていない
	2	ほとんど受信しない
	3	1週間に1通程度
	4	3，4日で1通程度
	5	1日1通程度
	6	1日2～9通
	7	1日10～19通
	8	1日20通以上
w56	1	機器・アドレスをもっていない
	2	ほとんど受信しない
	3	1週間に1通程度
	4	3，4日で1通程度
	5	1日1通程度
	6	1日2～9通
	7	1日10～19通
	8	1日20通以上
w57a	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしない
	7	まったくしない
w57b	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしない
	7	まったくしない
w57c	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしない
	7	まったくしない
w57d	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしない
	7	まったくしない
w57e	1	ほぼ毎日
	2	週に４、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしない
	7	まったくしない
	8	世話をすべききょうだいはいない
w58a	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w58b	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w58c	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w58d	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w58e	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w58f	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w58g	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
w59	1	満足
	2	まあ満足
	3	やや不満
	4	不満
	5	どちらともいえない
	6	わからない
w60	1	満足
	2	まあ満足
	3	やや不満
	4	不満
	5	どちらともいえない
	6	わからない
w61	1	仕事を優先
	2	どちらかといえば仕事
	3	どちらともいえない
	4	どちらかといえば家庭
	5	家庭を優先
w62	1	十分取れている
	2	まあ取れている
	3	あまり取れていない
	4	まったく取れていない
w63	1	中学卒業･高校中退
	2	中卒・高校中退後、専門学校
	3	高卒
	4	高卒後、専門学校
	5	短大・高専
	6	短大・高専卒後、専門
	7	大学
	8	大卒後、専門
	9	大学院
	10	その他
w64	1	ない
	2	ある
w64_s1	1	離別あり
	2	死別あり
	3	離死別両方あり
w65_1	0	回答なし
	1	回答あり
w65_2	0	回答なし
	1	回答あり
w65_3	0	回答なし
	1	回答あり
w65_4	0	回答なし
	1	回答あり
w66	0	回答なし
	1	回答あり
tiiki	1	センターコア
	2	23区東北部
	3	多摩東部
	4	23区西南部
	5	川崎市
	6	横浜市
	7	千葉葛南
	8	千葉東葛飾
	9	埼玉東中部
	10	埼玉西部
otto	0	夫票無効
	1	夫票あり
child	0	子ども票無効
	1	子ども票あり

