

変数情報			
変数	位置	ラベル	欠損値
	3	月に1回くらい
	4	2、3ヵ月に1回くらい
	5	ほとんど出かけない
	6	子どもはいない
	9	無回答
q36d	1	毎週のように出かける
	2	月に2、3回
	3	月に1回くらい
	4	2、3ヵ月に1回くらい
	5	ほとんど出かけない
	9	無回答
q37a	1	毎週のように
	2	月に2、3回
	3	月に1回くらい
	4	2、3ヵ月に1回くらい
	5	ほとんどしない
	6	子どもはいない
	9	無回答
q37b	1	毎週のように
	2	月に2、3回
	3	月に1回くらい
	4	2、3ヵ月に1回くらい
	5	ほとんどしない
	9	無回答
q37c	1	毎週のように
	2	月に2、3回
	3	月に1回くらい
	4	2、3ヵ月に1回くらい
	5	ほとんどしない
	6	子どもはいない
	9	無回答
q37d	1	毎週のように
	2	月に2、3回
	3	月に1回くらい
	4	2、3ヵ月に1回くらい
	5	ほとんどしない
	9	無回答
q38	1	私と一緒に家に居てほしい
	2	私と一緒に外出してほしい
	3	家で留守番をしていてほしい
	4	外出してほしい
	5	夫がしたいようにすればよい
	9	無回答
q39a	1	ほぼ毎日
	2	週に4、5日くらい
	3	週に2、3日くらい
	4	週に1日くらい
	5	月に2、3日
	6	全くしない
	9	無回答
q39b	1	ほぼ毎日
	2	週に4、5日くらい
	3	週に2、3日くらい
	4	週に1日くらい
	5	月に2、3日
	6	全くしない
	9	無回答
q39c	1	ほぼ毎日
	2	週に4、5日くらい
	3	週に2、3日くらい
	4	週に1日くらい
	5	月に2、3日
	6	全くしない
	9	無回答
q39d	1	ほぼ毎日
	2	週に4、5日くらい
	3	週に2、3日くらい
	4	週に1日くらい
	5	月に2、3日
	6	全くしない
	9	無回答
q39e	1	ほぼ毎日
	2	週に4、5日くらい
	3	週に2、3日くらい
	4	週に1日くらい
	5	月に2、3日
	6	全くしない
	7	子どもはいない
	9	無回答
q40a	1	ほぼ毎日
	2	週に4、5日くらい
	3	週に2、3日くらい
	4	週に1日くらい
	5	月に2、3日
	6	全くしない
	9	無回答
q40b	1	ほぼ毎日
	2	週に4、5日くらい
	3	週に2、3日くらい
	4	週に1日くらい
	5	月に2、3日
	6	全くしない
	9	無回答
q40c	1	ほぼ毎日
	2	週に4、5日くらい
	3	週に2、3日くらい
	4	週に1日くらい
	5	月に2、3日
	6	全くしない
	9	無回答
q40d	1	ほぼ毎日
	2	週に4、5日くらい
	3	週に2、3日くらい
	4	週に1日くらい
	5	月に2、3日
	6	全くしない
	9	無回答
q40e	1	ほぼ毎日
	2	週に4、5日くらい
	3	週に2、3日くらい
	4	週に1日くらい
	5	月に2、3日
	6	全くしない
	7	子どもはいない
	9	無回答
q41a	999	無回答
q41b	999	無回答
q41c1	999	無回答
q41c2	999	無回答
q41c3	999	無回答
q41d1	999	無回答
q41d2	999	無回答
q41d3	999	無回答
q42a	1	3人とも互いに知り合いである
	2	3人のうちの2人は知り合いである
	3	3人とも互いに知り合いではない
	9	無回答
q42b	1	3人ともある
	2	3人のうちの2人はある
	3	3人のうちの1人はある
	4	3人ともない
	9	無回答
q43a	1	30分以内
	2	30分から2時間以内
	3	2時間以上
	4	いない・亡くなった
	9	無回答
q43b	1	30分以内
	2	30分から2時間以内
	3	2時間以上
	4	いない・亡くなった
	9	無回答
q44a	1	週に3回以上
	2	週に1回以上
	3	月に1回以上
	4	年4回以上
	5	年1回以上
	6	全くなかった
	7	いない・亡くなった
	9	無回答
q44b	1	週に3回以上
	2	週に1回以上
	3	月に1回以上
	4	年4回以上
	5	年1回以上
	6	全くなかった
	7	いない・亡くなった
	9	無回答
q44c	1	週に3回以上
	2	週に1回以上
	3	月に1回以上
	4	年4回以上
	5	年1回以上
	6	全くなかった
	7	いない・亡くなった
	9	無回答
q44d	1	週に3回以上
	2	週に1回以上
	3	月に1回以上
	4	年4回以上
	5	年1回以上
	6	全くなかった
	7	いない・亡くなった
	9	無回答
q45a_1	0	非選択
	1	選択
q45a_2	0	非選択
	1	選択
q45a_3	0	非選択
	1	選択
q45a_4	0	非選択
	1	選択
q45a_5	0	非選択
	1	選択
q45a_6	0	非選択
	1	選択
q45a_7	0	非選択
	1	選択
q45a_8	0	非選択
	1	選択
q45a_9	0	非選択
	1	選択
q45a_n	0	非選択
	1	選択
q45b_1	0	非選択
	1	選択
q45b_2	0	非選択
	1	選択
q45b_3	0	非選択
	1	選択
q45b_4	0	非選択
	1	選択
q45b_5	0	非選択
	1	選択
q45b_6	0	非選択
	1	選択
q45b_7	0	非選択
	1	選択
q45b_8	0	非選択
	1	選択
q45b_9	0	非選択
	1	選択
q45b_n	0	非選択
	1	選択
q45c_1	0	非選択
	1	選択
q45c_2	0	非選択
	1	選択
q45c_3	0	非選択
	1	選択
q45c_4	0	非選択
	1	選択
q45c_5	0	非選択
	1	選択
q45c_6	0	非選択
	1	選択
q45c_7	0	非選択
	1	選択
q45c_8	0	非選択
	1	選択
q45c_9	0	非選択
	1	選択
q45c_n	0	非選択
	1	選択
q45d_1	0	非選択
	1	選択
q45d_2	0	非選択
	1	選択
q45d_3	0	非選択
	1	選択
q45d_4	0	非選択
	1	選択
q45d_5	0	非選択
	1	選択
q45d_6	0	非選択
	1	選択
q45d_7	0	非選択
	1	選択
q45d_8	0	非選択
	1	選択
q45d_9	0	非選択
	1	選択
q45d_n	0	非選択
	1	選択
q45e_1	0	非選択
	1	選択
q45e_2	0	非選択
	1	選択
q45e_3	0	非選択
	1	選択
q45e_4	0	非選択
	1	選択
q45e_5	0	非選択
	1	選択
q45e_6	0	非選択
	1	選択
q45e_7	0	非選択
	1	選択
q45e_8	0	非選択
	1	選択
q45e_9	0	非選択
	1	選択
q45e_n	0	非選択
	1	選択
q45f_1	0	非選択
	1	選択
q45f_2	0	非選択
	1	選択
q45f_3	0	非選択
	1	選択
q45f_4	0	非選択
	1	選択
q45f_5	0	非選択
	1	選択
q45f_6	0	非選択
	1	選択
q45f_7	0	非選択
	1	選択
q45f_8	0	非選択
	1	選択
q45f_9	0	非選択
	1	選択
q45f_n	0	非選択
	1	選択
q46a	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q46b	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q46c	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q46d	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q46e	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q46f	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q46g	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q47	1	満足
	2	まあ満足
	3	やや不満
	4	不満
	5	どちらともいえない
	6	わからない
	9	無回答
q48	1	期待以上
	2	期待どおり
	3	まあ期待どおり
	4	やや期待はずれ
	5	期待はずれ
	9	無回答
q49a	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q49b	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q49c	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q49d	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q49e	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q49f	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q49g	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q49h	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q49i	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q49j	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q49k	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q50a	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q50b	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q50c	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q50d	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q50e	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q50f	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q50g	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q50h	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q50i	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q50j	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q51	1	よくする
	2	時々する
	3	たまにする
	4	全くしない
	9	無回答
q52_1	0	非選択
	1	選択
q52_2	0	非選択
	1	選択
q52_3	0	非選択
	1	選択
q52_4	0	非選択
	1	選択
q52_5	0	非選択
	1	選択
q52_6	0	非選択
	1	選択
q52_n	0	非選択
	1	選択
q52.1	999999	無回答
q52.2	999999	無回答
q52.3	999999	無回答
q52.4	999999	無回答
q52.5	999999	無回答
q53	1	その子にはこづかい以外の収入があり、金額もほとんど知っている
	2	その子にはこづかい以外の収入があり、金額の一部を知っている
	3	その子にはこづかい以外の収入があるが、金額はほとんど知らない
	4	その子にはこづかい以外の収入はない
	5	その子にこづかい以外の収入があるかどうか、知らない
	9	無回答
q54	1	その使い途をほとんど知っている
	2	その使い途を一部知っている
	3	その使い途はほとんど知らない
	4	自由に使えるお金はない
	9	無回答
q54.1_1	0	非選択
	1	選択
q54.1_2	0	非選択
	1	選択
q54.1_3	0	非選択
	1	選択
q54.1_4	0	非選択
	1	選択
q54.1_5	0	非選択
	1	選択
q54.1_6	0	非選択
	1	選択
q54.1_7	0	非選択
	1	選択
q54.1_8	0	非選択
	1	選択
q54.1_9	0	非選択
	1	選択
q54.1_10	0	非選択
	1	選択
q54.1_11	0	非選択
	1	選択
q54.1_12	0	非選択
	1	選択
q54.1_13	0	非選択
	1	選択
q54.1_n	0	非選択
	1	選択
q55	1	よく話す
	2	話す
	3	まあ話す
	4	あまり話さない
	5	ほとんど話さない
	6	全く話さない
	9	無回答
q55.1	1	私もその子も同じくらいしゃべり、またお互いに相手の話を聞く
	2	私がほとんど一方的に話をするだけで、その子は黙って聞いている
	3	その子がほとんど一方的に話をするだけで、私は黙って聞いている
	4	私とその子の意見が対立し二人の間にぎくしゃくとした感じが残る
	9	無回答
q56	1	もっと増やしたい
	2	今のままでいい
	3	もっと少なくていい
	9	無回答
q57	1	私と一緒に家に居てほしい
	2	私と一緒に外出してほしい
	3	家で留守番をしていてほしい
	4	外出してほしい
	5	その子がしたいようにすればよい
	9	無回答
q58a	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしない
	7	全くしない
	9	無回答
q58b	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしない
	7	全くしない
	9	無回答
q58c	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしない
	7	全くしない
	9	無回答
q58d	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしない
	7	全くしない
	9	無回答
q58e	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしない
	7	全くしない
	8	世話をすべききょうだいはいない
	9	無回答
q59a	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q59b	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q59c	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q59d	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q59e	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q59f	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q59g	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q60	1	満足
	2	まあ満足
	3	やや不満
	4	不満
	5	どちらともいえない
	6	わからない
	9	無回答
q61.1a	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q61.1b	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q61.1c	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q61.1d	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q61.1e	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q61.2a	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q61.2b	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q61.2c	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q61.2d	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q61.2e	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q61.2f	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q61.2g	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q61.2h	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q62	1	満足
	2	まあ満足
	3	やや不満
	4	不満
	5	どちらともいえない
	6	わからない
	9	無回答
q63	1	中学校卒業または高校中退
	2	中学校卒業・高校中退後、専門学校
	3	高校卒業
	4	高校卒業後、専門学校
	5	短大・高専卒業
	6	短大・高専卒業後、専門学校
	7	大学卒業
	8	大学卒業後、専門学校
	9	大学院
	10	その他
	99	無回答
q64_1	0	非選択
	1	選択
q64_2	0	非選択
	1	選択
q64_3	0	非選択
	1	選択
q64_4	0	非選択
	1	選択
q64_n	0	非選択
	1	選択
妻就業	1	無職
	2	常勤（正規）
	3	パートタイム・アルバイト
	4	自営・家族従業他

