
変数情報			
変数	位置	ラベル	欠損値
q38d2	999	無回答
q38d3	999	無回答
q39a	1	3人とも互いに知り合いである
	2	3人のうちの2人は知り合いである
	3	3人とも互いに知り合いではない
	9	無回答
q39b	1	3人ともある
	2	3人のうちの2人はある
	3	3人のうちの1人はある
	4	3人ともない
	9	無回答
q40a	1	30分以内
	2	30分から2時間以内
	3	2時間以上
	4	いない・亡くなった
	9	無回答
q40b	1	30分以内
	2	30分から2時間以内
	3	2時間以上
	4	いない・亡くなった
	9	無回答
q41a	1	週に3回以上
	2	週に1回以上
	3	月に1回以上
	4	年4回以上
	5	年1回以上
	6	全くなかった
	7	いない・亡くなった
	9	無回答
q41b	1	週に3回以上
	2	週に1回以上
	3	月に1回以上
	4	年4回以上
	5	年1回以上
	6	全くなかった
	7	いない・亡くなった
	9	無回答
q41c	1	週に3回以上
	2	週に1回以上
	3	月に1回以上
	4	年4回以上
	5	年1回以上
	6	全くなかった
	7	いない・亡くなった
	9	無回答
q41d	1	週に3回以上
	2	週に1回以上
	3	月に1回以上
	4	年4回以上
	5	年1回以上
	6	全くなかった
	7	いない・亡くなった
	9	無回答
q42a_1	0	非選択
	1	選択
q42a_2	0	非選択
	1	選択
q42a_3	0	非選択
	1	選択
q42a_4	0	非選択
	1	選択
q42a_5	0	非選択
	1	選択
q42a_6	0	非選択
	1	選択
q42a_7	0	非選択
	1	選択
q42a_8	0	非選択
	1	選択
q42a_9	0	非選択
	1	選択
q42a_n	0	非選択
	1	選択
q42b_1	0	非選択
	1	選択
q42b_2	0	非選択
	1	選択
q42b_3	0	非選択
	1	選択
q42b_4	0	非選択
	1	選択
q42b_5	0	非選択
	1	選択
q42b_6	0	非選択
	1	選択
q42b_7	0	非選択
	1	選択
q42b_8	0	非選択
	1	選択
q42b_9	0	非選択
	1	選択
q42b_n	0	非選択
	1	選択
q42c_1	0	非選択
	1	選択
q42c_2	0	非選択
	1	選択
q42c_3	0	非選択
	1	選択
q42c_4	0	非選択
	1	選択
q42c_5	0	非選択
	1	選択
q42c_6	0	非選択
	1	選択
q42c_7	0	非選択
	1	選択
q42c_8	0	非選択
	1	選択
q42c_9	0	非選択
	1	選択
q42c_n	0	非選択
	1	選択
q42d_1	0	非選択
	1	選択
q42d_2	0	非選択
	1	選択
q42d_3	0	非選択
	1	選択
q42d_4	0	非選択
	1	選択
q42d_5	0	非選択
	1	選択
q42d_6	0	非選択
	1	選択
q42d_7	0	非選択
	1	選択
q42d_8	0	非選択
	1	選択
q42d_9	0	非選択
	1	選択
q42d_n	0	非選択
	1	選択
q42e_1	0	非選択
	1	選択
q42e_2	0	非選択
	1	選択
q42e_3	0	非選択
	1	選択
q42e_4	0	非選択
	1	選択
q42e_5	0	非選択
	1	選択
q42e_6	0	非選択
	1	選択
q42e_7	0	非選択
	1	選択
q42e_8	0	非選択
	1	選択
q42e_9	0	非選択
	1	選択
q42e_n	0	非選択
	1	選択
q42f_1	0	非選択
	1	選択
q42f_2	0	非選択
	1	選択
q42f_3	0	非選択
	1	選択
q42f_4	0	非選択
	1	選択
q42f_5	0	非選択
	1	選択
q42f_6	0	非選択
	1	選択
q42f_7	0	非選択
	1	選択
q42f_8	0	非選択
	1	選択
q42f_9	0	非選択
	1	選択
q42f_n	0	非選択
	1	選択
q43a	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q43b	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q43c	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q43d	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q43e	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q43f	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q43g	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q44	1	満足
	2	まあ満足
	3	やや不満
	4	不満
	5	どちらともいえない
	6	わからない
	9	無回答
q45	1	期待以上
	2	期待どおり
	3	まあ期待どおり
	4	やや期待はずれ
	5	期待はずれ
	9	無回答
q46a	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q46b	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q46c	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q46d	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q46e	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q46f	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q46g	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q46h	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q46i	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q46j	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q46k	1	賛成
	2	まあ賛成
	3	やや反対
	4	反対
	9	無回答
q47a	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q47b	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q47c	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q47d	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q47e	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q47f	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q47g	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q47h	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q47i	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q47j	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q48	1	よくする
	2	時々する
	3	たまにする
	4	全くしない
	9	無回答
q49_1	0	非選択
	1	選択
q49_2	0	非選択
	1	選択
q49_3	0	非選択
	1	選択
q49_4	0	非選択
	1	選択
q49_5	0	非選択
	1	選択
q49_6	0	非選択
	1	選択
q49_n	0	非選択
	1	選択
q49.1	999999	無回答
q49.2	999999	無回答
q49.3	999999	無回答
q49.4	999999	無回答
q49.5	999999	無回答
q50	1	その子にはこづかい以外の収入があり、金額もほとんど知っている
	2	その子にはこづかい以外の収入があり、金額の一部を知っている
	3	その子にはこづかい以外の収入があるが、金額はほとんど知らない
	4	その子にはこづかい以外の収入はない
	5	その子にこづかい以外の収入があるかどうか、知らない
	9	無回答
q51	1	その使い途をほとんど知っている
	2	その使い途を一部知っている
	3	その使い途はほとんど知らない
	4	自由に使えるお金はない
	9	無回答
q51.1_1	0	非選択
	1	選択
q51.1_2	0	非選択
	1	選択
q51.1_3	0	非選択
	1	選択
q51.1_4	0	非選択
	1	選択
q51.1_5	0	非選択
	1	選択
q51.1_6	0	非選択
	1	選択
q51.1_7	0	非選択
	1	選択
q51.1_8	0	非選択
	1	選択
q51.1_9	0	非選択
	1	選択
q51.1_10	0	非選択
	1	選択
q51.1_11	0	非選択
	1	選択
q51.1_12	0	非選択
	1	選択
q51.1_13	0	非選択
	1	選択
q51.1_n	0	非選択
	1	選択
q52	1	よく話す
	2	話す
	3	まあ話す
	4	あまり話さない
	5	ほとんど話さない
	6	全く話さない
	9	無回答
q52.1	1	私もその子も同じくらいしゃべり、またお互いに相手の話を聞く
	2	私がほとんど一方的に話をするだけで、その子は黙って聞いている
	3	その子がほとんど一方的に話をするだけで、私は黙って聞いている
	4	私とその子の意見が対立し二人の間にぎくしゃくとした感じが残る
	9	無回答
q53	1	もっと増やしたい
	2	今のままでいい
	3	もっと少なくていい
	9	無回答
q54	1	私と一緒に家に居てほしい
	2	私と一緒に外出してほしい
	3	家で留守番をしていてほしい
	4	外出してほしい
	5	その子がしたいようにすればよい
	9	無回答
q55a	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q55b	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q55c	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q55d	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q55e	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q55f	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q55g	1	あてはまる
	2	まああてはまる
	3	あまりあてはまらない
	4	あてはまらない
	9	無回答
q56	1	満足
	2	まあ満足
	3	やや不満
	4	不満
	5	どちらともいえない
	6	わからない
	9	無回答
q57.1a	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q57.1b	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q57.1c	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q57.1d	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q57.1e	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q57.2a	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q57.2b	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q57.2c	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q57.2d	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q57.2e	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q57.2f	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q57.2g	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q57.2h	1	ほぼ毎日
	2	週に4、5日
	3	週に2、3日
	4	週に1日くらい
	5	月に2、3日
	6	ほとんどしなかった
	7	全くしなかった
	9	無回答
q58	1	満足
	2	まあ満足
	3	やや不満
	4	不満
	5	どちらともいえない
	6	わからない
	9	無回答
q59	1	中学校卒業または高校中退
	2	中学校卒業・高校中退後、専門学校
	3	高校卒業
	4	高校卒業後、専門学校
	5	短大・高専卒業
	6	短大・高専卒業後、専門学校
	7	大学卒業
	8	大学卒業後、専門学校
	9	大学院
	10	その他
	99	無回答
q60_1	0	非選択
	1	選択
q60_2	0	非選択
	1	選択
q60_3	0	非選択
	1	選択
q60_4	0	非選択
	1	選択
q60_n	0	非選択
	1	選択

