hospital,frequency,month,procedure,satis
17,4,1,0,2.1667917
12,2,1,0,1.9280405
28,1,1,0,3.8978984
39,2,1,0,2.992274
41,2,1,0,3.3258033
42,4,1,0,2.8578942
8,2,1,0,3.7669845
6,3,1,0,4.0607367
21,1,1,0,5.756422
46,1,1,0,3.17275
27,2,1,0,3.1399176
12,3,1,0,3.338088
21,2,1,0,3.5451851
13,2,1,0,4.3469167
21,4,1,0,4.5122213
38,1,1,0,3.2331643
34,1,1,0,4.3301239
21,1,1,0,2.994606
10,1,1,0,4.5514064
26,3,1,0,2.6164947
11,2,1,0,4.0764065
17,1,1,0,2.6017575
6,4,1,0,3.9940307
12,1,1,0,3.536588
2,4,1,0,2.9233665
16,1,1,0,6.188756
24,1,1,0,2.8223212
2,4,1,0,3.19979
25,3,1,0,4.1894627
27,2,1,0,2.9848065
20,3,1,0,3.3055975
41,3,1,0,1.6796284
44,4,1,0,3.3178852
9,2,1,0,2.0922709
31,2,1,0,3.4567292
43,4,1,0,2.0419059
8,1,1,0,3.4971616
23,4,1,0,3.0026724
5,2,1,0,3.4702599
34,4,1,0,3.2310655
1,1,1,0,2.0289776
8,2,1,0,2.8845954
35,4,1,0,4.4205709
34,1,1,0,4.246274
24,4,1,0,3.0089095
13,3,1,0,4.6213484
3,3,1,0,3.653147
45,1,1,0,3.2136338
38,1,1,0,3.8080273
20,1,1,0,3.5484242
20,2,1,0,3.0678096
20,1,1,0,3.6610215
20,2,1,0,2.1374338
40,4,1,0,3.0657496
20,1,1,0,2.4858046
32,4,1,0,2.4240301
41,3,1,0,4.2462301
20,3,1,0,3.156703
20,2,1,0,3.9405665
35,1,1,0,3.5490556
20,3,1,0,2.4886603
20,3,1,0,4.0688243
32,3,1,0,2.4439707
42,4,1,0,4.2431755
41,2,1,0,2.7810009
32,4,1,0,2.9181819
13,2,1,0,3.671761
2,1,1,0,4.5523262
11,4,1,0,3.1133325
39,4,1,0,2.9420967
32,2,1,0,2.5145819
36,2,1,0,5.0477862
39,2,1,0,3.5687432
8,1,1,0,3.449564
45,1,1,0,3.3466611
15,3,1,0,2.8669367
9,4,1,0,1.0716995
41,3,1,0,3.143415
12,2,1,0,2.9814122
41,3,1,0,2.8400071
5,3,1,0,2.3740273
23,4,1,0,3.9154744
2,3,1,0,2.7908716
34,4,1,0,3.877794
46,1,1,0,3.097892
5,4,1,0,2.3240798
24,4,1,0,3.2150843
43,2,1,0,3.1346188
33,3,1,0,3.159863
37,2,1,0,3.1736543
29,4,1,0,2.8833265
44,3,1,0,3.9986577
16,3,1,0,4.1682949
19,4,1,0,2.7679119
33,1,1,0,3.3670847
17,1,1,0,3.5189843
27,3,1,0,2.9531121
19,2,1,0,2.7539699
14,1,1,0,2.9220729
42,4,1,0,5.3540764
36,1,1,0,6.6055999
33,1,1,0,2.9047246
19,1,1,0,2.6029489
4,1,1,0,2.8706744
23,1,1,0,4.5572052
14,1,1,0,2.9876916
37,1,1,0,3.6247661
35,3,1,0,3.0103993
36,2,1,0,6.0149713
37,4,1,0,2.4663739
41,1,1,0,2.2156749
40,4,1,0,4.5438094
29,4,1,0,3.1835341
7,1,1,0,2.8985488
42,1,1,0,3.6764221
1,3,1,0,2.7196901
12,1,1,0,3.7993479
23,1,1,0,2.9124961
38,2,1,0,3.6143517
33,1,1,0,2.5256057
18,2,1,0,4.3440475
9,2,1,0,1.5276831
18,1,1,0,3.59411
20,3,1,0,2.7507651
40,2,1,0,4.06282
21,2,1,0,4.0571241
42,4,1,0,4.6283731
26,1,1,0,4.0988865
33,4,1,0,2.8553276
44,2,1,0,3.4619038
32,4,1,0,3.8175681
16,2,1,0,4.339004
26,3,1,0,3.0158074
27,2,1,0,3.0465159
21,3,1,0,4.7608609
28,4,1,0,3.6187735
14,2,1,0,2.8928061
39,1,1,0,3.3876688
23,4,1,0,4.0148063
2,2,1,0,2.5604038
43,4,1,0,2.7853842
21,1,1,0,3.948935
34,4,1,0,2.4008749
6,2,1,0,3.083142
9,2,1,0,2.5473611
17,1,1,0,3.0402124
28,4,1,0,3.4180081
4,1,1,0,3.6768909
17,2,1,0,2.7229576
46,2,1,0,3.1638618
26,3,1,0,2.7715735
42,4,1,0,2.573493
17,3,1,0,4.4705801
17,4,1,0,4.695787
8,4,1,0,3.5495253
27,4,1,0,2.8391728
17,4,1,0,2.8996997
25,1,1,0,3.845058
43,4,1,0,1.5337771
26,4,1,0,4.3647666
15,3,1,0,2.5509558
13,1,1,0,3.4836433
4,2,1,0,4.8318534
18,4,1,0,2.8444974
36,1,1,0,4.6928568
11,2,1,0,3.1127121
19,2,1,0,1.7475486
23,1,1,0,5.038837
16,1,1,0,3.8287578
12,3,1,0,4.2286139
1,2,1,0,4.3253112
8,3,1,0,2.8414176
18,4,1,0,4.1659188
37,1,1,0,2.3196931
8,2,1,0,4.0033264
30,3,1,0,2.0598052
24,4,1,0,2.7380598
45,4,1,0,2.6424394
32,1,1,0,2.0232244
32,2,1,0,2.5148952
16,2,1,0,4.883791
29,3,1,0,3.6845357
41,1,1,0,3.5026865
38,2,1,0,3.8371522
26,2,1,0,3.790555
2,2,1,0,2.8613844
15,2,1,0,3.2766542
35,3,1,0,3.3774912
16,1,1,0,3.9005864
16,4,1,0,6.8275757
35,3,1,0,3.0957046
46,3,1,0,3.609746
11,2,1,0,4.5127044
45,1,1,0,3.1297472
12,3,1,0,3.1446381
38,2,1,0,3.237766
37,3,1,0,2.1538086
14,2,1,0,3.8714428
33,4,1,0,3.3036571
41,3,1,0,2.5032029
26,3,1,0,3.9190655
8,4,1,0,2.4096963
31,2,1,0,2.538872
37,3,1,0,4.1682978
16,2,1,0,4.3969975
42,1,1,0,4.377871
36,4,1,0,5.4078217
2,2,1,0,3.3921542
12,2,1,0,3.0518708
16,3,1,0,4.150804
38,4,1,0,2.898293
13,3,1,0,2.8344738
45,4,1,0,2.1082835
18,1,1,0,3.7655089
3,3,1,0,3.6534636
33,2,1,0,2.3867421
4,4,1,0,3.1537757
22,4,1,0,3.3705168
15,3,1,0,2.9370341
15,4,1,0,2.3832109
15,1,1,0,2.9476309
46,1,1,0,2.9490905
15,1,1,0,3.5872791
15,1,1,0,3.0168617
36,2,1,0,5.9396453
15,3,1,0,2.4952993
27,2,1,0,2.6888895
15,3,1,0,2.9048066
35,2,1,0,2.4119272
45,1,1,0,2.7236145
1,4,1,0,4.1866164
27,1,1,0,2.5368612
1,2,1,0,3.9863641
19,2,1,0,2.9881091
26,4,1,0,3.5299265
34,1,1,0,3.6468747
19,3,1,0,2.0694492
21,3,1,0,4.3012447
46,3,1,0,2.8521338
19,4,1,0,2.2339013
14,4,1,0,3.4537876
43,4,1,0,2.7448134
39,4,1,0,2.5972621
35,1,1,0,3.498878
10,2,1,0,5.0220208
18,1,1,0,4.0773954
41,4,1,0,3.3263538
23,4,1,0,3.769871
4,2,1,0,3.7330999
15,2,1,0,2.89781
36,2,1,0,5.4741826
37,2,1,0,1.7343167
14,4,1,0,4.1898885
2,4,1,0,3.3291733
44,3,1,0,2.2971439
14,4,1,0,3.5610123
21,4,1,0,4.6041889
14,2,1,0,3.1929412
44,4,1,0,3.5266128
18,4,1,0,4.03192
14,2,1,0,2.7992656
14,1,1,0,1.8514361
25,4,1,0,3.5238402
14,4,1,0,3.8440952
27,2,1,0,2.7338569
38,1,1,0,2.5964434
16,3,1,0,4.7281747
15,4,1,0,2.1996341
16,1,1,0,4.7782912
32,2,1,0,3.6121044
9,3,1,0,2.1645331
35,1,1,0,3.4302552
23,3,1,0,4.3883257
43,2,1,0,1.773702
44,3,1,0,2.8577096
5,3,1,0,3.2599986
35,1,1,0,3.1462092
45,2,1,0,3.5662682
14,1,1,0,2.2940223
23,1,1,0,4.1950169
35,1,1,0,3.28913
41,2,1,0,2.4609916
19,1,1,0,3.5189147
3,4,1,0,4.2630992
41,3,1,0,2.9067106
36,4,1,0,5.8312812
3,2,1,0,3.577883
46,1,1,0,3.7424295
28,1,1,0,3.3105497
26,3,1,0,3.0480494
11,2,1,0,2.820837
32,3,1,0,2.0384462
7,4,1,0,3.9616044
4,4,1,0,4.0350156
26,3,1,0,2.4514475
24,4,1,0,2.7341921
22,3,1,0,4.413713
13,4,1,0,2.9422159
5,2,1,0,3.5649221
31,1,1,0,3.4865909
42,2,1,0,4.721045
23,4,1,0,4.8085017
40,3,1,0,4.7498765
13,2,1,0,3.2448101
13,2,1,0,4.6932073
13,2,1,0,2.3817592
27,4,1,0,2.1950278
30,1,1,0,3.4455161
13,4,1,0,3.1532135
20,1,1,0,2.7844415
28,1,1,0,5.2777882
8,2,1,0,3.5299566
46,2,1,0,3.2497132
13,2,1,0,4.5034232
39,2,1,0,2.6838667
35,3,1,0,4.2757983
33,2,1,0,1.7846228
11,2,1,0,2.8202567
34,2,1,0,2.8965564
21,1,1,0,4.2395086
29,4,1,0,4.3737478
28,4,1,0,4.7280679
17,1,1,0,3.37783
25,3,1,0,4.0671396
41,4,1,0,3.30931
2,3,1,0,3.1174624
17,1,1,0,3.1265533
26,1,1,0,2.9234328
41,4,1,0,5.3767223
41,3,1,0,3.0999432
34,4,1,0,4.2769094
11,4,1,0,3.8247135
23,2,1,0,5.030839
23,2,1,0,3.3956058
25,2,1,0,3.5441115
1,1,1,0,2.7443607
25,3,1,0,3.4986145
36,2,1,0,6.7497821
28,1,1,0,3.9099057
17,4,1,0,4.3755808
3,2,1,0,3.3162501
25,3,1,0,3.1455986
16,1,1,0,5.0056643
26,4,1,0,2.2238808
19,2,1,0,2.4373384
11,4,1,0,3.751687
8,1,1,0,3.0535848
12,3,1,0,3.6055725
12,1,1,0,3.0512397
12,3,1,0,3.2263832
20,1,1,0,3.64271
33,4,1,0,3.1734879
23,4,1,0,4.1035404
12,1,1,0,2.0991414
12,3,1,0,2.5061176
23,1,1,0,2.5978484
12,3,1,0,2.7251322
19,1,1,0,2.4719236
12,1,1,0,2.6079464
12,1,1,0,2.6073313
7,3,1,0,4.2603121
35,2,1,0,3.6023493
41,3,1,0,2.8067889
2,2,1,0,3.2877915
8,2,1,0,3.3184578
27,3,1,0,3.1580508
35,4,1,0,3.4982028
46,1,1,0,3.6667187
20,3,1,0,2.1241229
37,1,1,0,3.88711
34,2,1,0,2.2384977
27,3,1,0,2.6090055
9,2,1,0,2.0857296
32,2,1,0,3.0308995
40,2,1,0,4.6490355
15,3,1,0,2.7645891
45,4,1,0,2.1760159
33,4,1,0,2.5509427
2,3,1,0,3.8988962
45,4,1,0,3.2590215
27,3,1,0,3.1782472
23,3,1,0,3.246304
43,4,1,0,2.2421987
41,1,1,0,3.4480026
12,2,1,0,3.2132807
20,1,1,0,3.4508533
13,3,1,0,3.2152805
5,3,1,0,2.4535847
18,4,1,0,4.7645631
11,1,1,0,4.758616
11,2,1,0,3.5083902
11,1,1,0,3.766228
25,4,1,0,2.2907226
45,2,1,0,3.3088808
11,2,1,0,3.5954707
11,4,1,0,3.3003054
10,4,1,0,6.3721347
9,4,1,0,1.3600519
11,4,1,0,3.1238728
8,1,1,0,2.6783569
38,1,1,0,3.0553863
4,3,1,0,4.1641808
26,4,1,0,3.5583851
29,4,1,0,2.727283
36,4,1,0,6.2265806
40,3,1,0,7.0331683
4,1,1,0,3.7545817
9,1,1,0,1.7741708
28,4,1,0,3.6122139
1,4,1,0,2.9028852
11,4,1,0,2.395407
34,4,1,0,3.4468572
39,3,1,0,3.4738705
34,2,1,0,2.8777339
9,4,1,0,1.52601
4,1,1,0,3.8864419
27,1,1,0,2.5808671
13,2,1,0,3.0958216
44,4,1,0,2.5473182
6,2,1,0,4.1427145
26,3,1,0,3.5533812
3,1,1,0,3.8475266
11,3,1,0,4.2415257
37,1,1,0,2.9871814
10,4,1,0,2.6776967
10,1,1,0,5.3430123
10,1,1,0,6.2082386
10,4,1,0,4.2479258
24,4,1,0,1.5713928
10,1,1,0,4.3291864
17,4,1,0,3.4884248
10,4,1,0,6.022109
10,3,1,0,5.3033271
39,4,1,0,3.2285421
10,1,1,0,4.7870908
10,1,1,0,5.4252825
26,3,1,0,3.2562568
14,1,1,0,2.702004
6,3,1,0,4.2142692
31,2,1,0,3.0687902
17,4,1,0,2.9027519
36,4,1,0,5.4608064
21,4,1,0,3.1896429
27,4,1,0,3.0794492
46,4,1,0,2.5633807
8,2,1,0,3.5867999
38,1,1,0,3.8990314
36,4,1,0,5.1326966
36,2,1,0,4.1344271
3,2,1,0,4.0431848
31,1,1,0,3.7845201
9,1,1,0,1.2055645
32,3,1,0,3.3627379
44,4,1,0,2.5337296
11,2,1,0,4.2906547
27,1,1,0,2.0170212
16,4,1,0,4.3587694
43,1,1,0,2.1809766
42,1,1,0,4.0067558
35,3,1,0,3.6090264
20,1,1,0,3.147732
26,1,1,0,3.6683016
5,3,1,0,3.1045001
8,1,1,0,2.2167318
4,1,1,0,2.4323034
26,2,1,0,4.5936942
41,4,1,0,3.0465913
4,1,1,0,2.7420015
29,2,1,0,3.8065479
44,4,1,0,2.7993343
6,3,1,0,3.1557233
18,3,1,0,3.4260323
9,4,1,0,.60541129
5,4,1,0,3.3712435
33,3,1,0,1.804177
9,4,1,0,2.4991057
29,4,1,0,3.2356658
20,2,1,0,3.2423558
44,3,1,0,3.4945359
33,1,1,0,3.110178
6,4,1,0,3.2355626
9,2,1,0,1.1106484
36,3,1,0,4.457962
7,3,1,0,3.7934875
29,2,1,0,2.6196282
12,1,1,0,2.6202011
9,3,1,0,2.5926681
9,4,1,0,1.5189915
13,2,1,0,2.731333
9,1,1,0,1.9856676
17,3,1,0,4.6686015
20,2,1,0,3.7477748
26,2,1,0,5.3904562
9,4,1,0,1.3739837
43,4,1,0,1.7220769
13,4,1,0,4.6404991
10,1,1,0,4.9006586
33,3,1,0,2.2719605
33,3,1,0,2.6331892
29,2,1,0,2.6377587
7,1,1,0,3.7114496
46,3,1,0,3.0182295
13,2,1,0,2.7412491
5,4,1,0,1.9846686
26,1,1,0,2.9422443
31,3,1,0,3.027158
35,1,1,0,3.7191017
11,1,1,0,3.7906654
29,1,1,0,4.1019917
26,3,1,0,2.7559958
23,1,1,0,5.1037521
37,1,1,0,3.4277914
4,2,1,0,4.3240414
45,1,1,0,3.0656455
46,3,1,0,2.7837899
20,1,1,0,3.4647677
3,2,1,0,4.7199841
5,4,1,0,2.7397354
9,3,1,0,1.4412277
18,4,1,0,4.2764301
8,2,1,0,2.9849596
22,4,1,0,3.4245887
39,1,1,0,3.846689
38,3,1,0,2.9137945
16,2,1,0,3.9303734
6,3,1,0,4.1635036
1,2,1,0,3.9115095
7,1,1,0,2.3990657
28,4,1,0,3.9573638
27,1,1,0,4.1511164
40,2,1,0,3.6407561
8,2,1,0,4.1787977
8,2,1,0,2.4690664
8,4,1,0,3.5334334
13,4,1,0,5.1990957
46,4,1,0,3.1036398
35,1,1,0,3.2245021
8,4,1,0,3.2907465
11,2,1,0,2.4467633
12,2,1,0,2.8595824
2,4,1,0,2.9653437
44,4,1,0,2.9640105
40,4,1,0,3.5479136
38,2,1,0,3.0938597
36,3,1,0,4.7093911
16,4,1,0,3.6677582
23,4,1,0,3.6647227
7,2,1,0,3.1837034
14,4,1,0,4.3913054
3,4,1,0,4.8289595
37,2,1,0,3.5638695
38,2,1,0,2.9284582
3,4,1,0,3.8166926
34,1,1,0,3.2039514
45,1,1,0,3.0709653
34,1,1,0,3.9546995
20,2,1,0,2.890727
13,4,1,0,4.0175266
11,1,1,0,4.2274785
45,1,1,0,2.9497194
11,4,1,0,2.3465581
2,4,1,0,2.6825287
21,3,1,0,4.6306252
7,3,1,0,4.6537504
1,2,1,0,2.4132767
7,2,1,0,5.6069708
1,2,1,0,4.0047035
27,2,1,0,2.863863
34,1,1,0,3.8234327
7,3,1,0,4.3059859
44,2,1,0,2.7412894
43,2,1,0,2.2991874
41,4,1,0,2.6756556
12,1,1,0,2.798569
10,3,1,0,3.2154655
6,2,1,0,3.5213547
25,3,1,0,3.7812195
28,4,1,0,2.0688641
35,1,1,0,4.8526993
5,2,1,0,2.5349905
7,3,1,0,3.856184
3,3,1,0,4.263875
42,3,1,0,5.5267429
29,1,1,0,4.7750483
5,3,1,0,1.8268244
34,1,1,0,3.7221651
15,1,1,0,4.2754531
38,3,1,0,3.6297359
2,2,1,0,3.9283986
7,4,1,0,4.9318461
21,1,1,0,4.8980412
29,4,1,0,3.8368583
42,1,1,0,3.4932392
19,4,1,0,2.7412724
27,1,1,0,3.4191532
5,1,1,0,3.0471153
39,4,1,0,2.8826005
35,3,1,0,3.9760699
12,2,1,0,3.5271029
26,2,1,0,2.90587
41,3,1,0,2.1742418
14,1,1,0,3.3644078
5,4,1,0,3.083138
40,4,1,0,5.6330066
1,2,1,0,4.6467633
33,3,1,0,2.2811515
7,3,1,0,3.1327126
30,3,1,0,3.5353918
6,1,1,0,4.0231438
45,2,1,0,3.0997171
31,3,1,0,5.8173575
16,3,1,0,4.7845025
6,1,1,0,3.6022496
6,1,1,0,2.5284534
20,4,1,0,2.8568468
6,4,1,0,3.3961134
6,4,1,0,4.8054085
6,1,1,0,2.9546304
7,3,1,0,3.7911761
6,4,1,0,1.7116302
20,2,1,0,3.5611594
19,2,1,0,1.4567449
6,2,1,0,4.1445627
28,4,1,0,3.3592823
6,4,1,0,3.7446446
15,3,1,0,2.8878131
6,2,1,0,4.3358483
42,1,1,0,5.3344927
13,2,1,0,4.0066571
37,4,1,0,4.3863778
41,1,1,0,3.2974687
41,2,1,0,3.5065222
41,4,1,0,2.1474011
45,1,1,0,2.9326727
6,1,1,0,3.6900294
5,4,1,0,2.3934186
9,2,1,0,1.2035826
5,2,1,0,2.7474284
34,4,1,0,3.3728313
6,2,1,0,3.7370346
32,2,1,0,3.1223269
43,3,1,0,2.1411498
11,2,1,0,2.1584423
38,2,1,0,2.9954355
39,2,1,0,2.4481094
40,4,1,0,4.8086214
43,3,1,0,2.1537898
18,1,1,0,4.4590721
19,2,1,0,2.8253531
36,1,1,0,5.7377167
27,2,1,0,2.4416637
35,1,1,0,2.995899
24,2,1,0,2.9601843
42,3,1,0,2.8955207
42,4,1,0,3.61672
11,4,1,0,2.7613339
34,1,1,0,3.6281526
19,4,1,0,3.4166746
34,2,1,0,3.0400493
24,1,1,0,2.7377326
23,1,1,0,4.6261177
8,1,1,0,3.4458241
5,4,1,0,3.5146427
31,3,1,0,3.4396491
5,4,1,0,2.7231655
30,1,1,0,3.6081655
5,3,1,0,2.9049945
3,4,1,0,3.7989085
12,1,1,0,3.6967111
5,2,1,0,3.1664605
3,1,1,0,4.2218647
31,4,1,0,3.1572392
5,4,1,0,2.7366254
45,1,1,0,3.6747799
21,1,1,0,4.8330913
17,4,1,0,3.0024297
43,1,1,0,1.925299
9,2,1,0,2.3322177
1,2,1,0,3.437309
7,2,1,0,5.1084166
13,2,1,0,2.3830791
18,4,1,0,2.7932925
45,4,1,0,3.2119541
20,1,1,0,3.0681415
4,1,1,0,4.5934343
1,2,1,0,2.6940982
3,1,1,0,3.6933661
6,4,1,0,2.6558709
14,1,1,0,3.5351043
42,2,1,0,5.5556803
40,2,1,0,4.5563602
36,3,1,0,4.8063998
22,4,1,0,4.8158278
1,3,1,0,3.573792
7,1,1,0,4.9338293
41,4,1,0,2.9613609
15,2,1,0,3.0646396
7,4,1,0,4.209271
12,2,1,0,3.9332492
31,3,1,0,4.0322809
13,2,1,0,3.1214116
28,3,1,0,3.9419806
5,4,1,0,2.5423782
4,1,1,0,4.7279234
4,1,1,0,4.0733671
4,4,1,0,2.4400337
7,3,1,0,5.3356624
4,1,1,0,2.7709861
45,3,1,0,3.5862617
4,4,1,0,3.2233925
39,3,1,0,3.519619
31,3,1,0,3.8855331
4,1,1,0,3.0922928
7,3,1,0,4.5427518
4,2,1,0,2.3251691
4,1,1,0,3.5335653
2,4,1,0,2.9491642
23,2,1,0,3.5885832
18,1,1,0,3.4547808
38,1,1,0,3.475276
4,1,1,0,3.5947626
35,3,1,0,3.9806445
44,1,1,0,3.3902326
45,3,1,0,3.1730168
14,1,1,0,3.6446235
33,2,1,0,2.4435179
37,3,1,0,3.4470997
1,2,1,0,4.0474882
43,2,1,0,2.4443753
13,4,1,0,5.1388674
45,1,1,0,3.1906846
35,1,1,0,3.5985169
11,4,1,0,3.5625119
15,4,1,0,2.7385445
1,1,1,0,3.9534543
3,1,1,0,4.4462805
10,4,1,0,6.5320439
29,4,1,0,3.9964321
35,1,1,0,3.3478506
15,3,1,0,1.8923218
6,4,1,0,2.8558979
18,1,1,0,2.6928108
3,1,1,0,2.9753139
27,2,1,0,2.9988916
3,4,1,0,2.050622
8,1,1,0,3.0223141
24,2,1,0,4.1598816
46,3,1,0,2.6896918
3,4,1,0,3.3974206
7,3,1,0,7.7516308
3,1,1,0,2.842561
30,4,1,0,2.418433
26,3,1,0,3.1531219
45,2,1,0,2.449296
3,2,1,0,3.3199766
26,2,1,0,3.1805105
41,3,1,0,2.9065599
4,4,1,0,3.5892467
24,1,1,0,3.6183531
2,1,1,0,3.3914542
16,2,1,0,2.674001
46,4,1,0,3.3242533
31,2,1,0,3.3553569
13,3,1,0,2.6129835
36,2,1,0,5.071629
14,3,1,0,3.3250756
27,2,1,0,1.6791712
34,2,1,0,2.1725962
22,3,1,0,4.8128171
36,4,1,0,4.710505
31,1,1,0,3.4342532
39,1,1,0,3.6415641
7,1,1,0,3.7433553
16,2,1,0,4.0750246
46,3,1,0,3.3473942
15,3,1,0,3.4609818
5,2,1,0,2.5336118
5,4,1,0,3.1304772
46,4,1,0,3.553179
5,4,1,0,2.9547939
29,4,1,0,3.5126488
21,1,1,0,4.7216315
2,4,1,0,2.6854193
28,2,1,0,3.2381516
32,3,1,0,3.7143075
10,2,1,0,4.4164677
2,4,1,0,3.8181376
2,2,1,0,3.9744096
41,1,1,0,2.9478564
38,1,1,0,3.0785432
10,1,1,0,5.2906904
6,4,1,0,4.0467429
1,4,1,0,2.9863582
27,4,1,0,2.829597
21,3,1,0,5.1492777
2,4,1,0,4.8191833
2,1,1,0,4.4044867
12,4,1,0,2.1370325
13,2,1,0,3.8323133
8,1,1,0,3.0385451
39,4,1,0,3.2321002
28,4,1,0,2.1978142
13,4,1,0,4.0781555
10,1,1,0,5.8608298
40,2,1,0,4.1084728
2,4,1,0,3.9633348
14,4,1,0,2.0066617
23,1,1,0,2.4579523
24,4,1,0,2.4151926
36,1,1,0,4.6252971
24,2,1,0,2.632936
17,2,1,0,3.1942036
19,1,1,0,2.3756282
36,4,1,0,5.2787266
43,2,1,0,1.3547341
2,2,1,0,4.5161414
38,4,1,0,3.0797067
41,1,1,0,3.8326638
26,3,1,0,2.3718538
23,1,1,0,4.9562216
5,3,1,0,2.1849959
4,2,1,0,3.5362675
8,3,1,0,3.5865633
25,3,1,0,4.1094561
40,1,1,0,3.9243426
20,3,1,0,2.712003
1,2,1,0,2.7108257
29,4,1,0,2.726531
1,4,1,0,4.184267
7,1,1,0,5.687964
29,4,1,0,4.3841763
42,4,1,0,3.9571967
20,1,1,0,3.9284751
7,2,1,0,5.4652157
1,1,1,0,2.9843798
17,4,1,0,2.8368683
12,1,1,0,3.728826
1,2,1,0,2.6475801
38,2,2,0,2.5966394
28,4,2,0,3.0025837
26,3,2,0,3.5991652
13,3,2,0,3.9092805
45,2,2,0,1.9225665
13,3,2,0,4.1751394
25,4,2,0,3.5736818
3,2,2,0,3.1134574
14,4,2,0,3.5935993
10,3,2,0,4.5613189
5,4,2,0,3.0412452
7,2,2,0,6.0214663
21,1,2,0,5.339016
27,3,2,0,3.2165697
2,1,2,0,3.6716931
7,1,2,0,5.7274094
5,2,2,0,3.2295179
31,1,2,0,3.3744698
22,4,2,0,3.6840494
17,3,2,0,4.688489
29,4,2,0,3.4269445
27,2,2,0,1.9525996
4,1,2,0,4.1869869
9,4,2,0,1.6603807
38,1,2,0,2.1456904
32,2,2,0,3.0455861
21,4,2,0,5.030982
11,2,2,0,3.9225256
1,1,2,0,2.6664143
19,2,2,0,1.4825791
19,2,2,0,2.6071026
28,4,2,0,3.6739976
7,1,2,0,3.8782916
15,4,2,0,2.2890971
4,3,2,0,3.8290906
16,3,2,0,5.4892864
23,1,2,0,2.379215
7,4,2,0,3.8392024
19,2,2,0,1.6529452
14,1,2,0,4.3103938
31,4,2,0,2.7477863
19,2,2,0,2.7965841
19,4,2,0,2.1470947
19,1,2,0,2.5074556
17,3,2,0,3.5158019
17,4,2,0,3.3558986
4,1,2,0,3.1151109
6,1,2,0,3.7107284
19,2,2,0,2.2265437
22,3,2,0,3.1744263
17,4,2,0,3.5030982
44,2,2,0,2.4276016
1,2,2,0,4.2131248
7,4,2,0,4.3803453
21,2,2,0,3.4954243
9,2,2,0,1.9814399
17,1,2,0,2.6325779
17,1,2,0,3.4967084
4,1,2,0,2.6603589
19,1,2,0,1.9162754
23,3,2,0,3.3077588
15,4,2,0,4.1806154
36,4,2,0,4.8390584
42,4,2,0,3.8318238
16,1,2,0,3.2836273
41,4,2,0,3.5615499
35,2,2,0,4.0234113
44,1,2,0,3.9371469
9,1,2,0,1.0811743
10,4,2,0,5.2645369
40,2,2,0,4.1876249
10,3,2,0,5.6848631
17,3,2,0,4.0377879
19,1,2,0,2.0756307
11,1,2,0,3.7889163
43,4,2,0,1.9464021
12,3,2,0,3.0148253
10,2,2,0,4.586915
22,4,2,0,3.1710238
10,1,2,0,4.5595484
26,1,2,0,2.0560842
40,4,2,0,3.0596848
16,1,2,0,5.8275146
27,2,2,0,1.912483
20,4,2,0,4.2792749
27,3,2,0,2.0971208
15,3,2,0,3.7236009
13,2,2,0,3.4144213
15,3,2,0,2.3819003
29,2,2,0,3.6712484
20,2,2,0,3.3721757
4,1,2,0,3.3149698
4,1,2,0,3.1017749
6,1,2,0,4.4639468
20,3,2,0,3.5712194
5,4,2,0,3.3588901
19,1,2,0,2.6468818
18,3,2,0,2.9731212
35,1,2,0,3.9629133
32,2,2,0,2.7831662
2,1,2,0,3.9907379
35,3,2,0,2.6832013
32,2,2,0,3.2607229
40,2,2,0,3.7682316
26,4,2,0,5.6410728
23,1,2,0,2.2398787
15,1,2,0,2.858129
32,1,2,0,2.6154959
31,2,2,0,3.9504175
4,4,2,0,4.211937
31,4,2,0,4.1221862
45,2,2,0,2.985975
27,2,2,0,1.5460186
45,4,2,0,3.4016416
17,1,2,0,2.9763119
1,3,2,0,2.743638
40,1,2,0,3.2557478
11,2,2,0,2.0747206
29,4,2,0,3.7605979
16,1,2,0,3.5301964
38,2,2,0,3.2666907
40,3,2,0,4.3808289
27,4,2,0,3.7048118
43,1,2,0,3.3401618
35,4,2,0,2.7870362
13,3,2,0,4.2366505
21,1,2,0,6.4255552
19,4,2,0,2.577069
14,1,2,0,1.756287
41,3,2,0,2.4873202
41,4,2,0,1.7939811
35,1,2,0,3.1447449
21,3,2,0,4.195787
39,4,2,0,3.526453
36,4,2,0,5.5924115
33,3,2,0,2.6825912
21,1,2,0,5.4112725
21,4,2,0,3.4030266
21,4,2,0,4.5854964
41,3,2,0,2.940448
42,1,2,0,4.9232912
43,1,2,0,1.1875306
26,2,2,0,3.8274078
27,1,2,0,2.9076824
41,3,2,0,2.1948292
5,4,2,0,3.4803879
12,1,2,0,3.2307217
41,3,2,0,2.6711276
13,2,2,0,3.6323035
3,2,2,0,3.8476338
40,4,2,0,5.1559124
2,4,2,0,3.0024545
45,4,2,0,3.0745039
10,4,2,0,4.0992641
27,1,2,0,2.5316808
7,1,2,0,2.6236868
9,1,2,0,1.0090121
27,2,2,0,3.5533624
40,3,2,0,5.3925042
37,4,2,0,2.5085738
13,1,2,0,4.3764877
15,3,2,0,3.0895553
12,1,2,0,3.1402464
35,1,2,0,3.2358027
3,3,2,0,3.4484074
3,2,2,0,2.5066872
45,3,2,0,2.6280179
7,4,2,0,5.0165715
